id,crucial_rsx,paper_abbrev,eval_name,cat_1,cat_2,cat_3,source_main,author_agreement,rating_type,est,lb,ub,conf,lb_imp,ub_imp,agg_method,agg_est,agg_90ci_lb,agg_90ci_ub,n_experts
recPKWr5j64iMd7uJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Joel Tan,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,merits_journal,5,NA,NA,5,4.8,5,NA,NA,NA,NA,NA
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,overall,80,71,86,NA,71,86,DistribArMean,85.4575712526292,71.16279069767441,94.65648854961832,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,adv_knowledge,76,68,83,NA,68,83,DistribArMean,83.33333333333331,68.17593790426909,94.62025316455696,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,methods,72,63,81,NA,63,81,DistribArMean,75.78947368421053,63.098591549295776,89.50276243093923,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,logic_comms,67,62,78,NA,62,78,DistribArMean,75.9375,62.095588235294116,84.82938910984232,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,real_world,91,78,94,NA,78,94,DistribArMean,90.27785958031787,78.11696658097686,94.91525423728812,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,gp_relevance,92,82,95,NA,82,95,DistribArMean,90.66429464024462,82.03870967741935,95,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,journal_predict,4.6,3.8,5,NA,3.8,5,NA,NA,NA,NA,NA
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,open_sci,48,42,68,NA,42,68,DistribArMean,62.66666666666667,42.1978021978022,79.59731543624162,2
recVryN2ZeBWjyxR5,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Citizen participation in envt. gov. China,Anonymous_10,Environment,NA,NA,suggested - externally,Acknowledged,merits_journal,4.3,3.7,4.8,NA,3.7,4.8,NA,NA,NA,NA,NA
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,overall,88,NA,NA,5,84,92,DistribArMean,84.21052631578947,55.56420233463035,91.79856115107914,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,adv_knowledge,90,NA,NA,4,82,98,DistribArMean,83.04610267802725,55.537848605577686,97.27272727272727,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,methods,75,NA,NA,3,60,90,DistribArMean,72.5,55.13513513513514,89.5,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,logic_comms,80,NA,NA,4,72,88,DistribArMean,77.5,67.05992431698058,87.75155279503106,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,real_world,95,NA,NA,5,91,99,DistribArMean,78.44827586206898,45.827338129496404,98.58061747396792,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,gp_relevance,95,NA,NA,4,87,100,DistribArMean,87.5,72.15170670037926,99.46902654867255,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,journal_predict,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,open_sci,90,NA,NA,5,86,94,DistribArMean,86.55172413793103,41.43929912390488,93.83239736245842,2
recWoyCKWERgTUs0E,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""",Env. fx of prod.: ecological obs,Elias Cisneros,Environment,NA,NA,internal-NBER,Agreed,merits_journal,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,overall,80,NA,NA,4,72,88,DistribArMean,79.7702797853666,59.706224066390035,92.85324374013133,3
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,adv_knowledge,90,NA,NA,5,86,94,DistribArMean,86.38036809815951,20.811499272197963,98.15384615384613,3
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,methods,80,NA,NA,4,72,88,DistribArMean,82.87586308222379,51.508072827207144,97.09251101321586,3
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,logic_comms,80,NA,NA,4,72,88,DistribArMean,76.55172413793103,50.982658959537574,89.8529411764706,3
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,real_world,NA,NA,NA,NA,NA,NA,DistribArMean,89.99913025604343,69.99999314009436,99.99999999999997,1
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,gp_relevance,95,NA,NA,5,91,99,DistribArMean,88.82399009912015,42.08092485549133,98.98119122257053,3
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,journal_predict,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,open_sci,90,NA,NA,3,75,100,DistribArMean,71.42857142857144,31.294964028776977,98.92857142857142,2
recXAyqTbQCu6ZOPJ,"Kremer, M., Levin, J. and Snyder, C.M., 2020, May. Advance Market Commitments: Insights from Theory and Experience. In AEA Papers and Proceedings (Vol. 110, pp. 269-73).",Advance market commit. (vaccines),Dan Tortorice,policy,economics,biorisk,internal-from-syllabus-agenda-policy-database,Agreed,merits_journal,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,overall,80,70,90,NA,70,90,DistribArMean,85.45454545454547,70.13698630136986,99.18367346938773,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,adv_knowledge,75,65,85,NA,65,85,DistribArMean,83.14814814814815,65.2046065495291,99.67391304347825,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,methods,80,75,85,NA,75,85,DistribArMean,78,41.48936170212767,89.35483870967742,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,logic_comms,70,60,80,NA,60,80,DistribArMean,62.857142857142854,30.810810810810814,79.64285714285715,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,real_world,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,gp_relevance,90,85,100,NA,85,100,DistribArMean,90.90998481234689,80.08152483659731,99.99999999999997,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,journal_predict,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,open_sci,95,90,100,NA,90,100,DistribArMean,92,44.60176991150443,99.99999999999997,2
recYJIm2vkEsp0Rp4,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth",AI and econ. growth,Seth Benzell,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,merits_journal,4,3.5,5,NA,3.5,5,NA,NA,NA,NA,NA
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,overall,62,NA,NA,3,47,77,DistribArMean,76.99991957232356,47.635593220338976,92.4046511627907,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,adv_knowledge,55,NA,NA,3,40,70,DistribArMean,73.2142857142857,40.834537389946554,97.19424460431654,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,methods,55,NA,NA,2,30,80,DistribArMean,70.625,31.434426229508194,93.84640650798762,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,logic_comms,70,NA,NA,3,55,85,DistribArMean,79.78260869565219,55.46610169491526,92.55244755244756,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,real_world,55,NA,NA,3,40,70,DistribArMean,75.40983606557376,40.92526690391459,99.99999999999997,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,gp_relevance,70,NA,NA,3,55,85,DistribArMean,86.4864864864865,55.69965870307168,99.99999999999997,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,journal_predict,3,NA,NA,2,1.75,4.25,NA,NA,NA,NA,NA
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,open_sci,45,NA,NA,2,20,70,DistribArMean,66.875,21.84426229508197,93.6842105263158,2
recbE926qn08t6spy,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anonymous_14,GH&D,biorisk,NA,internal-NBER,Emailed,merits_journal,3,NA,NA,2,1.75,4.25,NA,NA,NA,NA,NA
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,overall,65,NA,NA,3,50,80,DistribArMean,62.7906976744186,22.602739726027398,88.71794871794872,3
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,adv_knowledge,70,NA,NA,3,55,85,DistribArMean,69.60889762078398,21.448467966573816,88.9075630252101,3
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,methods,NA,NA,NA,NA,NA,NA,DistribArMean,56.666666666666664,40.21739130434783,88.42105263157895,2
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,logic_comms,80,NA,NA,4,72,88,DistribArMean,75.69799243532788,41.72982612572448,93.6484199628384,3
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,real_world,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,gp_relevance,80,NA,NA,5,76,84,DistribArMean,81.9047619047619,61.079219288174514,94.39490445859873,3
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,journal_predict,3.5,NA,NA,3,2.75,4.25,NA,NA,NA,NA,NA
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,open_sci,NA,NA,NA,NA,NA,NA,DistribArMean,70.53571428571428,40.625,93.21862348178136,2
reccMFK1tJtFvnp4a,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety (Denkenberger et al),LT CEA: Resilient foods vs. AGI safety,Scott Janzwood,long-term-relevant ,quantitative,NA,submitted (by author(s)),Agreed,merits_journal,3.5,NA,NA,5,3.3,3.7,NA,NA,NA,NA,NA
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,overall,92,80,100,NA,80,100,DistribArMean,85.45454545454547,70.13698630136986,99.18367346938773,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,adv_knowledge,97,80,100,NA,80,100,DistribArMean,83.14814814814815,65.2046065495291,99.67391304347825,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,methods,70,40,90,NA,40,90,DistribArMean,78,41.48936170212767,89.35483870967742,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,logic_comms,45,30,70,NA,30,70,DistribArMean,62.857142857142854,30.810810810810814,79.64285714285715,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,real_world,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,gp_relevance,92,80,100,NA,80,100,DistribArMean,90.90998481234689,80.08152483659731,99.99999999999997,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,journal_predict,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,open_sci,80,NA,NA,1,42.5,100,DistribArMean,92,44.60176991150443,99.99999999999997,2
reclL4xROJErAlfRP,"Aghion, P., Jones, B.F.,   and Jones, C.I., 2017.  Artificial Intelligence and Economic Growth ",AI and econ. growth,Phil Trammel,macroeconomics,Artificial intelligence,prominent,internal-from-syllabus-agenda-policy-database,Agreed,merits_journal,5,NA,NA,4,4.6,5,NA,NA,NA,NA,NA
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,overall,75,70,84,NA,70,84,DistribArMean,75.0022977736838,67.04163850518977,83.94444444444444,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,adv_knowledge,60,55,65,NA,55,65,DistribArMean,61.92307692307693,55.01930501930502,72.80185758513932,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,methods,90,82,94,NA,82,94,DistribArMean,76.63551401869158,45.73705179282869,93.66812227074234,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,logic_comms,70,62,82,NA,62,82,DistribArMean,72.22222222222221,60.055238985030954,89.32203389830508,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,real_world,50,48,52,NA,48,52,DistribArMean,58.26086956521739,48.062809917355374,82.43636363636362,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,gp_relevance,50,40,60,NA,40,60,DistribArMean,60.00277242939154,40.36363636363637,88.8,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,journal_predict,4,NA,NA,4,3.6,4.4,NA,NA,NA,NA,NA
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,open_sci,90,80,95,NA,80,95,DistribArMean,69.56521739130437,35.91836734693877,94.53125,2
recpXwApLFOE1ardn,"Mental Health Therapy as a Core Strategy for Increasing Human Capital: Evidence from Ghana (renamed ""Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress"")","CBT Human K, Ghana",Anonymous_17,GH&D,NA,NA,internal-NBER,Emailed,merits_journal,4,NA,NA,4,3.6,4.4,NA,NA,NA,NA,NA
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,overall,85,NA,NA,4,77,93,DistribArMean,76.99991957232356,47.635593220338976,92.4046511627907,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,adv_knowledge,90,NA,NA,4,82,98,DistribArMean,73.2142857142857,40.834537389946554,97.19424460431654,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,methods,80,NA,NA,3,65,95,DistribArMean,70.625,31.434426229508194,93.84640650798762,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,logic_comms,85,NA,NA,4,77,93,DistribArMean,79.78260869565219,55.46610169491526,92.55244755244756,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,real_world,100,NA,NA,4,92,100,DistribArMean,75.40983606557376,40.92526690391459,99.99999999999997,2
